station_code,stop_name,weather_time_utc,temperature_2m,precipitation,wind_speed_10m
790,Villepinte,2025-11-15T00:00,13.3,0.1,12.3
790,Villepinte,2025-11-15T01:00,12.8,1.6,9.6
790,Villepinte,2025-11-15T02:00,12.5,0.2,8.4
790,Villepinte,2025-11-15T03:00,12.2,0.1,7.8
790,Villepinte,2025-11-15T04:00,12.0,0.1,5.7
790,Villepinte,2025-11-15T05:00,11.4,0.0,3.7
790,Villepinte,2025-11-15T06:00,11.0,0.0,7.0
790,Villepinte,2025-11-15T07:00,10.9,0.0,4.6
790,Villepinte,2025-11-15T08:00,11.3,0.0,7.0
790,Villepinte,2025-11-15T09:00,12.4,0.0,6.9
790,Villepinte,2025-11-15T10:00,13.2,0.0,4.6
790,Villepinte,2025-11-15T11:00,14.0,0.0,7.1
790,Villepinte,2025-11-15T12:00,13.6,0.0,4.1
790,Villepinte,2025-11-15T13:00,13.7,0.9,3.6
790,Villepinte,2025-11-15T14:00,13.0,0.6,7.7
790,Villepinte,2025-11-15T15:00,12.6,1.2,6.2
790,Villepinte,2025-11-15T16:00,12.3,2.4,5.4
790,Villepinte,2025-11-15T17:00,12.0,2.1,9.1
790,Villepinte,2025-11-15T18:00,11.6,1.5,8.6
790,Villepinte,2025-11-15T19:00,12.0,0.3,6.8
790,Villepinte,2025-11-15T20:00,11.5,0.4,6.7
790,Villepinte,2025-11-15T21:00,10.7,0.2,3.7
790,Villepinte,2025-11-15T22:00,10.6,0.1,2.4
790,Villepinte,2025-11-15T23:00,9.9,0.0,6.2
ABL,Ablon,2025-11-15T00:00,13.2,0.1,11.1
ABL,Ablon,2025-11-15T01:00,12.6,0.3,7.5
ABL,Ablon,2025-11-15T02:00,12.3,1.8,2.2
ABL,Ablon,2025-11-15T03:00,11.9,8.0,5.0
ABL,Ablon,2025-11-15T04:00,11.9,1.6,9.9
ABL,Ablon,2025-11-15T05:00,11.2,0.0,4.4
ABL,Ablon,2025-11-15T06:00,11.4,0.0,6.9
ABL,Ablon,2025-11-15T07:00,11.5,0.0,6.6
ABL,Ablon,2025-11-15T08:00,11.8,0.0,8.6
ABL,Ablon,2025-11-15T09:00,12.6,0.0,7.3
ABL,Ablon,2025-11-15T10:00,13.4,0.0,5.7
ABL,Ablon,2025-11-15T11:00,13.9,0.0,5.5
ABL,Ablon,2025-11-15T12:00,13.2,0.3,3.1
ABL,Ablon,2025-11-15T13:00,13.1,0.7,6.7
ABL,Ablon,2025-11-15T14:00,12.7,1.5,9.3
ABL,Ablon,2025-11-15T15:00,12.4,3.7,6.1
ABL,Ablon,2025-11-15T16:00,12.2,1.6,8.4
ABL,Ablon,2025-11-15T17:00,12.0,0.8,6.5
ABL,Ablon,2025-11-15T18:00,11.9,0.2,6.5
ABL,Ablon,2025-11-15T19:00,11.6,0.6,2.0
ABL,Ablon,2025-11-15T20:00,11.1,0.0,4.5
ABL,Ablon,2025-11-15T21:00,10.2,0.0,4.4
ABL,Ablon,2025-11-15T22:00,9.9,0.0,5.9
ABL,Ablon,2025-11-15T23:00,9.2,0.0,4.6
ACH,Achères Ville,2025-11-15T00:00,13.2,0.4,8.7
ACH,Achères Ville,2025-11-15T01:00,12.8,3.2,8.6
ACH,Achères Ville,2025-11-15T02:00,13.1,0.5,7.5
ACH,Achères Ville,2025-11-15T03:00,12.2,0.0,7.2
ACH,Achères Ville,2025-11-15T04:00,11.5,2.5,5.8
ACH,Achères Ville,2025-11-15T05:00,11.3,0.9,3.4
ACH,Achères Ville,2025-11-15T06:00,11.0,0.0,6.5
ACH,Achères Ville,2025-11-15T07:00,10.6,0.0,5.2
ACH,Achères Ville,2025-11-15T08:00,11.1,0.0,6.2
ACH,Achères Ville,2025-11-15T09:00,12.5,0.0,7.0
ACH,Achères Ville,2025-11-15T10:00,13.4,0.0,6.3
ACH,Achères Ville,2025-11-15T11:00,14.3,0.0,5.0
ACH,Achères Ville,2025-11-15T12:00,13.1,0.3,5.0
ACH,Achères Ville,2025-11-15T13:00,13.1,0.6,6.5
ACH,Achères Ville,2025-11-15T14:00,13.1,0.9,1.4
ACH,Achères Ville,2025-11-15T15:00,12.8,1.2,3.4
ACH,Achères Ville,2025-11-15T16:00,12.2,0.7,3.8
ACH,Achères Ville,2025-11-15T17:00,12.1,1.9,6.9
ACH,Achères Ville,2025-11-15T18:00,12.1,1.4,8.9
ACH,Achères Ville,2025-11-15T19:00,12.3,1.0,7.8
ACH,Achères Ville,2025-11-15T20:00,11.7,0.3,4.2
ACH,Achères Ville,2025-11-15T21:00,10.8,0.4,2.2
ACH,Achères Ville,2025-11-15T22:00,10.1,0.0,4.0
ACH,Achères Ville,2025-11-15T23:00,9.5,0.0,6.3
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T00:00,12.8,0.1,15.3
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T01:00,12.7,0.3,13.1
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T02:00,12.3,0.3,5.8
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T03:00,12.0,0.2,5.8
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T04:00,11.9,0.1,7.8
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T05:00,11.5,0.0,4.4
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T06:00,11.2,0.0,6.5
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T07:00,11.2,0.0,5.8
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T08:00,11.4,0.0,7.5
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T09:00,12.6,0.0,7.4
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T10:00,13.4,0.0,4.7
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T11:00,14.3,0.0,7.9
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T12:00,13.9,0.0,5.9
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T13:00,13.9,0.6,4.7
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T14:00,13.2,0.8,7.0
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T15:00,12.4,1.8,8.7
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T16:00,12.2,2.5,5.4
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T17:00,11.9,2.1,7.3
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T18:00,11.2,1.8,9.3
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T19:00,11.7,0.3,6.1
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T20:00,11.6,0.3,9.0
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T21:00,10.9,0.1,4.2
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T22:00,10.6,0.1,2.8
AER,Aéroport CDG 1 (Terminal 3) - RER,2025-11-15T23:00,9.9,0.1,6.6
AIS,Maisse,2025-11-15T00:00,12.7,0.0,9.5
AIS,Maisse,2025-11-15T01:00,12.8,0.0,10.9
AIS,Maisse,2025-11-15T02:00,12.5,0.0,8.8
AIS,Maisse,2025-11-15T03:00,11.9,0.0,8.4
AIS,Maisse,2025-11-15T04:00,11.1,0.0,5.6
AIS,Maisse,2025-11-15T05:00,10.3,0.0,7.4
AIS,Maisse,2025-11-15T06:00,11.1,0.0,5.2
AIS,Maisse,2025-11-15T07:00,10.2,0.0,5.0
AIS,Maisse,2025-11-15T08:00,11.1,0.3,8.5
AIS,Maisse,2025-11-15T09:00,12.2,0.0,8.2
AIS,Maisse,2025-11-15T10:00,13.2,0.0,6.2
AIS,Maisse,2025-11-15T11:00,13.8,0.0,7.1
AIS,Maisse,2025-11-15T12:00,12.5,0.9,6.0
AIS,Maisse,2025-11-15T13:00,12.4,1.7,9.4
AIS,Maisse,2025-11-15T14:00,12.4,1.5,7.8
AIS,Maisse,2025-11-15T15:00,12.4,0.3,10.5
AIS,Maisse,2025-11-15T16:00,12.0,0.0,5.8
AIS,Maisse,2025-11-15T17:00,11.4,0.0,6.4
AIS,Maisse,2025-11-15T18:00,11.4,0.0,9.0
AIS,Maisse,2025-11-15T19:00,10.9,0.0,9.0
AIS,Maisse,2025-11-15T20:00,10.0,0.0,5.5
AIS,Maisse,2025-11-15T21:00,9.8,0.0,6.3
AIS,Maisse,2025-11-15T22:00,9.2,0.0,8.3
AIS,Maisse,2025-11-15T23:00,8.9,0.0,6.0
ALE,Val d'Europe,2025-11-15T00:00,12.5,0.4,15.1
ALE,Val d'Europe,2025-11-15T01:00,12.4,0.3,11.7
ALE,Val d'Europe,2025-11-15T02:00,11.9,1.3,4.2
ALE,Val d'Europe,2025-11-15T03:00,11.7,2.8,8.1
ALE,Val d'Europe,2025-11-15T04:00,11.8,0.1,6.3
ALE,Val d'Europe,2025-11-15T05:00,11.4,0.0,7.1
ALE,Val d'Europe,2025-11-15T06:00,11.6,0.0,7.3
ALE,Val d'Europe,2025-11-15T07:00,11.3,0.0,6.8
ALE,Val d'Europe,2025-11-15T08:00,11.5,0.0,9.1
ALE,Val d'Europe,2025-11-15T09:00,12.4,0.0,7.8
ALE,Val d'Europe,2025-11-15T10:00,13.5,0.0,6.1
ALE,Val d'Europe,2025-11-15T11:00,13.9,0.0,6.7
ALE,Val d'Europe,2025-11-15T12:00,13.1,0.3,5.1
ALE,Val d'Europe,2025-11-15T13:00,13.1,0.9,4.9
ALE,Val d'Europe,2025-11-15T14:00,12.4,2.3,9.2
ALE,Val d'Europe,2025-11-15T15:00,12.0,3.1,7.3
ALE,Val d'Europe,2025-11-15T16:00,11.8,2.0,6.9
ALE,Val d'Europe,2025-11-15T17:00,11.5,1.5,9.4
ALE,Val d'Europe,2025-11-15T18:00,11.3,0.4,9.6
ALE,Val d'Europe,2025-11-15T19:00,11.4,0.2,6.2
ALE,Val d'Europe,2025-11-15T20:00,10.9,0.1,3.7
ALE,Val d'Europe,2025-11-15T21:00,10.2,0.0,5.0
ALE,Val d'Europe,2025-11-15T22:00,9.7,0.0,6.7
ALE,Val d'Europe,2025-11-15T23:00,9.0,0.0,6.8
ALF,Val de Fontenay,2025-11-15T00:00,13.2,0.1,12.1
ALF,Val de Fontenay,2025-11-15T01:00,12.5,3.1,4.8
ALF,Val de Fontenay,2025-11-15T02:00,12.5,10.5,3.6
ALF,Val de Fontenay,2025-11-15T03:00,12.0,3.2,7.5
ALF,Val de Fontenay,2025-11-15T04:00,11.9,0.6,9.8
ALF,Val de Fontenay,2025-11-15T05:00,10.7,0.0,4.0
ALF,Val de Fontenay,2025-11-15T06:00,11.3,0.0,6.9
ALF,Val de Fontenay,2025-11-15T07:00,11.2,0.0,6.0
ALF,Val de Fontenay,2025-11-15T08:00,11.7,0.0,8.0
ALF,Val de Fontenay,2025-11-15T09:00,12.6,0.0,7.0
ALF,Val de Fontenay,2025-11-15T10:00,13.3,0.0,4.7
ALF,Val de Fontenay,2025-11-15T11:00,13.9,0.0,5.7
ALF,Val de Fontenay,2025-11-15T12:00,13.3,0.0,2.9
ALF,Val de Fontenay,2025-11-15T13:00,13.2,0.6,5.8
ALF,Val de Fontenay,2025-11-15T14:00,12.8,0.9,9.0
ALF,Val de Fontenay,2025-11-15T15:00,12.4,2.9,6.2
ALF,Val de Fontenay,2025-11-15T16:00,12.2,2.4,6.1
ALF,Val de Fontenay,2025-11-15T17:00,12.0,1.2,7.5
ALF,Val de Fontenay,2025-11-15T18:00,11.8,0.4,6.5
ALF,Val de Fontenay,2025-11-15T19:00,11.5,0.5,7.2
ALF,Val de Fontenay,2025-11-15T20:00,11.0,0.1,4.3
ALF,Val de Fontenay,2025-11-15T21:00,10.0,0.0,2.7
ALF,Val de Fontenay,2025-11-15T22:00,10.1,0.0,5.1
ALF,Val de Fontenay,2025-11-15T23:00,9.3,0.0,4.8
ALM,Pont de l'Alma,2025-11-15T00:00,13.5,0.0,10.1
ALM,Pont de l'Alma,2025-11-15T01:00,12.6,8.0,6.7
ALM,Pont de l'Alma,2025-11-15T02:00,12.8,4.4,6.1
ALM,Pont de l'Alma,2025-11-15T03:00,12.3,1.8,9.7
ALM,Pont de l'Alma,2025-11-15T04:00,11.9,0.1,7.3
ALM,Pont de l'Alma,2025-11-15T05:00,11.2,0.0,3.9
ALM,Pont de l'Alma,2025-11-15T06:00,11.0,0.0,6.5
ALM,Pont de l'Alma,2025-11-15T07:00,11.1,0.0,6.0
ALM,Pont de l'Alma,2025-11-15T08:00,11.5,0.0,7.1
ALM,Pont de l'Alma,2025-11-15T09:00,12.6,0.0,6.9
ALM,Pont de l'Alma,2025-11-15T10:00,13.3,0.0,5.4
ALM,Pont de l'Alma,2025-11-15T11:00,14.0,0.0,5.0
ALM,Pont de l'Alma,2025-11-15T12:00,13.2,0.1,2.3
ALM,Pont de l'Alma,2025-11-15T13:00,13.4,1.5,5.2
ALM,Pont de l'Alma,2025-11-15T14:00,13.2,1.2,5.3
ALM,Pont de l'Alma,2025-11-15T15:00,12.8,2.3,6.1
ALM,Pont de l'Alma,2025-11-15T16:00,12.4,1.9,5.5
ALM,Pont de l'Alma,2025-11-15T17:00,12.2,1.3,8.1
ALM,Pont de l'Alma,2025-11-15T18:00,12.1,0.9,7.3
ALM,Pont de l'Alma,2025-11-15T19:00,12.1,0.4,9.4
ALM,Pont de l'Alma,2025-11-15T20:00,11.6,0.2,5.4
ALM,Pont de l'Alma,2025-11-15T21:00,10.8,0.6,1.8
ALM,Pont de l'Alma,2025-11-15T22:00,10.5,0.0,5.4
ALM,Pont de l'Alma,2025-11-15T23:00,9.9,0.0,7.2
AMA,Gare de Chamarande,2025-11-15T00:00,12.6,0.2,10.0
AMA,Gare de Chamarande,2025-11-15T01:00,12.3,0.1,9.0
AMA,Gare de Chamarande,2025-11-15T02:00,11.9,0.0,9.0
AMA,Gare de Chamarande,2025-11-15T03:00,12.0,0.0,9.0
AMA,Gare de Chamarande,2025-11-15T04:00,11.3,0.0,3.8
AMA,Gare de Chamarande,2025-11-15T05:00,10.5,0.0,5.9
AMA,Gare de Chamarande,2025-11-15T06:00,10.8,0.0,7.0
AMA,Gare de Chamarande,2025-11-15T07:00,10.2,0.0,6.0
AMA,Gare de Chamarande,2025-11-15T08:00,10.8,0.0,7.5
AMA,Gare de Chamarande,2025-11-15T09:00,11.8,0.1,6.3
AMA,Gare de Chamarande,2025-11-15T10:00,12.9,0.0,4.7
AMA,Gare de Chamarande,2025-11-15T11:00,13.7,0.1,4.7
AMA,Gare de Chamarande,2025-11-15T12:00,12.1,0.6,4.8
AMA,Gare de Chamarande,2025-11-15T13:00,12.3,1.5,6.8
AMA,Gare de Chamarande,2025-11-15T14:00,12.1,2.1,6.9
AMA,Gare de Chamarande,2025-11-15T15:00,12.0,1.3,9.1
AMA,Gare de Chamarande,2025-11-15T16:00,11.8,0.4,7.8
AMA,Gare de Chamarande,2025-11-15T17:00,11.3,0.1,6.3
AMA,Gare de Chamarande,2025-11-15T18:00,11.2,0.0,5.4
AMA,Gare de Chamarande,2025-11-15T19:00,10.9,0.0,2.3
AMA,Gare de Chamarande,2025-11-15T20:00,10.0,0.1,2.7
AMA,Gare de Chamarande,2025-11-15T21:00,9.5,0.0,4.8
AMA,Gare de Chamarande,2025-11-15T22:00,8.5,0.0,5.8
AMA,Gare de Chamarande,2025-11-15T23:00,8.2,0.0,4.3
ANT,Antony,2025-11-15T00:00,13.0,0.1,10.5
ANT,Antony,2025-11-15T01:00,12.4,0.8,5.7
ANT,Antony,2025-11-15T02:00,12.2,1.6,1.8
ANT,Antony,2025-11-15T03:00,12.1,8.7,5.6
ANT,Antony,2025-11-15T04:00,11.8,0.0,7.8
ANT,Antony,2025-11-15T05:00,10.7,0.0,3.7
ANT,Antony,2025-11-15T06:00,11.3,0.0,6.5
ANT,Antony,2025-11-15T07:00,11.0,0.0,6.4
ANT,Antony,2025-11-15T08:00,11.5,0.0,8.7
ANT,Antony,2025-11-15T09:00,12.3,0.0,7.2
ANT,Antony,2025-11-15T10:00,13.1,0.0,5.5
ANT,Antony,2025-11-15T11:00,13.6,0.0,4.6
ANT,Antony,2025-11-15T12:00,12.8,0.8,2.8
ANT,Antony,2025-11-15T13:00,12.8,0.9,5.8
ANT,Antony,2025-11-15T14:00,12.5,2.3,7.4
ANT,Antony,2025-11-15T15:00,12.3,3.0,5.8
ANT,Antony,2025-11-15T16:00,12.1,1.1,7.9
ANT,Antony,2025-11-15T17:00,11.9,0.8,5.3
ANT,Antony,2025-11-15T18:00,11.9,0.4,6.6
ANT,Antony,2025-11-15T19:00,11.6,0.1,1.3
ANT,Antony,2025-11-15T20:00,10.8,0.0,3.9
ANT,Antony,2025-11-15T21:00,10.1,0.0,4.3
ANT,Antony,2025-11-15T22:00,9.5,0.0,4.8
ANT,Antony,2025-11-15T23:00,9.0,0.0,4.3
ARD,Lardy,2025-11-15T00:00,12.6,0.2,10.0
ARD,Lardy,2025-11-15T01:00,12.3,0.1,9.0
ARD,Lardy,2025-11-15T02:00,11.9,0.0,9.0
ARD,Lardy,2025-11-15T03:00,12.0,0.0,9.0
ARD,Lardy,2025-11-15T04:00,11.3,0.0,3.8
ARD,Lardy,2025-11-15T05:00,10.5,0.0,5.9
ARD,Lardy,2025-11-15T06:00,10.8,0.0,7.0
ARD,Lardy,2025-11-15T07:00,10.2,0.0,6.0
ARD,Lardy,2025-11-15T08:00,10.8,0.0,7.5
ARD,Lardy,2025-11-15T09:00,11.8,0.1,6.3
ARD,Lardy,2025-11-15T10:00,12.9,0.0,4.7
ARD,Lardy,2025-11-15T11:00,13.7,0.1,4.7
ARD,Lardy,2025-11-15T12:00,12.1,0.6,4.8
ARD,Lardy,2025-11-15T13:00,12.3,1.5,6.8
ARD,Lardy,2025-11-15T14:00,12.1,2.1,6.9
ARD,Lardy,2025-11-15T15:00,12.0,1.3,9.1
ARD,Lardy,2025-11-15T16:00,11.8,0.4,7.8
ARD,Lardy,2025-11-15T17:00,11.3,0.1,6.3
ARD,Lardy,2025-11-15T18:00,11.2,0.0,5.4
ARD,Lardy,2025-11-15T19:00,10.9,0.0,2.3
ARD,Lardy,2025-11-15T20:00,10.0,0.1,2.7
ARD,Lardy,2025-11-15T21:00,9.5,0.0,4.8
ARD,Lardy,2025-11-15T22:00,8.5,0.0,5.8
ARD,Lardy,2025-11-15T23:00,8.2,0.0,4.3
ARG,Garges - Sarcelles,2025-11-15T00:00,13.4,0.1,12.3
ARG,Garges - Sarcelles,2025-11-15T01:00,12.9,1.6,9.6
ARG,Garges - Sarcelles,2025-11-15T02:00,12.6,0.2,8.4
ARG,Garges - Sarcelles,2025-11-15T03:00,12.3,0.1,7.8
ARG,Garges - Sarcelles,2025-11-15T04:00,12.1,0.1,5.7
ARG,Garges - Sarcelles,2025-11-15T05:00,11.5,0.0,3.7
ARG,Garges - Sarcelles,2025-11-15T06:00,11.1,0.0,7.0
ARG,Garges - Sarcelles,2025-11-15T07:00,11.0,0.0,4.6
ARG,Garges - Sarcelles,2025-11-15T08:00,11.4,0.0,7.0
ARG,Garges - Sarcelles,2025-11-15T09:00,12.5,0.0,6.9
ARG,Garges - Sarcelles,2025-11-15T10:00,13.3,0.0,4.6
ARG,Garges - Sarcelles,2025-11-15T11:00,14.1,0.0,7.1
ARG,Garges - Sarcelles,2025-11-15T12:00,13.7,0.0,4.1
ARG,Garges - Sarcelles,2025-11-15T13:00,13.8,0.9,3.6
ARG,Garges - Sarcelles,2025-11-15T14:00,13.1,0.6,7.7
ARG,Garges - Sarcelles,2025-11-15T15:00,12.7,1.2,6.2
ARG,Garges - Sarcelles,2025-11-15T16:00,12.4,2.4,5.4
ARG,Garges - Sarcelles,2025-11-15T17:00,12.1,2.1,9.1
ARG,Garges - Sarcelles,2025-11-15T18:00,11.7,1.5,8.6
ARG,Garges - Sarcelles,2025-11-15T19:00,12.1,0.3,6.8
ARG,Garges - Sarcelles,2025-11-15T20:00,11.6,0.4,6.7
ARG,Garges - Sarcelles,2025-11-15T21:00,10.8,0.2,3.7
ARG,Garges - Sarcelles,2025-11-15T22:00,10.7,0.1,2.4
ARG,Garges - Sarcelles,2025-11-15T23:00,10.0,0.0,6.2
ARN,Marne-la-Vallée Chessy,2025-11-15T00:00,12.5,0.2,15.0
ARN,Marne-la-Vallée Chessy,2025-11-15T01:00,12.3,0.5,11.9
ARN,Marne-la-Vallée Chessy,2025-11-15T02:00,12.1,0.1,8.6
ARN,Marne-la-Vallée Chessy,2025-11-15T03:00,11.8,0.1,7.8
ARN,Marne-la-Vallée Chessy,2025-11-15T04:00,11.8,0.1,8.1
ARN,Marne-la-Vallée Chessy,2025-11-15T05:00,11.4,0.0,6.6
ARN,Marne-la-Vallée Chessy,2025-11-15T06:00,11.5,0.0,6.9
ARN,Marne-la-Vallée Chessy,2025-11-15T07:00,11.4,0.0,7.1
ARN,Marne-la-Vallée Chessy,2025-11-15T08:00,11.5,0.0,9.0
ARN,Marne-la-Vallée Chessy,2025-11-15T09:00,12.5,0.0,8.0
ARN,Marne-la-Vallée Chessy,2025-11-15T10:00,13.5,0.0,5.7
ARN,Marne-la-Vallée Chessy,2025-11-15T11:00,14.0,0.0,6.8
ARN,Marne-la-Vallée Chessy,2025-11-15T12:00,13.3,0.2,5.2
ARN,Marne-la-Vallée Chessy,2025-11-15T13:00,13.5,0.6,5.9
ARN,Marne-la-Vallée Chessy,2025-11-15T14:00,12.7,1.6,7.4
ARN,Marne-la-Vallée Chessy,2025-11-15T15:00,12.2,3.3,7.4
ARN,Marne-la-Vallée Chessy,2025-11-15T16:00,11.8,2.5,5.9
ARN,Marne-la-Vallée Chessy,2025-11-15T17:00,11.6,1.5,9.4
ARN,Marne-la-Vallée Chessy,2025-11-15T18:00,11.3,0.7,9.8
ARN,Marne-la-Vallée Chessy,2025-11-15T19:00,11.4,0.3,6.1
ARN,Marne-la-Vallée Chessy,2025-11-15T20:00,11.1,0.2,6.4
ARN,Marne-la-Vallée Chessy,2025-11-15T21:00,10.5,0.0,4.1
ARN,Marne-la-Vallée Chessy,2025-11-15T22:00,9.9,0.0,5.2
ARN,Marne-la-Vallée Chessy,2025-11-15T23:00,9.2,0.0,6.2
ARO,Marolles-en-Hurepoix,2025-11-15T00:00,12.6,0.2,10.0
ARO,Marolles-en-Hurepoix,2025-11-15T01:00,12.3,0.1,9.0
ARO,Marolles-en-Hurepoix,2025-11-15T02:00,11.9,0.0,9.0
ARO,Marolles-en-Hurepoix,2025-11-15T03:00,12.0,0.0,9.0
ARO,Marolles-en-Hurepoix,2025-11-15T04:00,11.3,0.0,3.8
ARO,Marolles-en-Hurepoix,2025-11-15T05:00,10.5,0.0,5.9
ARO,Marolles-en-Hurepoix,2025-11-15T06:00,10.8,0.0,7.0
ARO,Marolles-en-Hurepoix,2025-11-15T07:00,10.2,0.0,6.0
ARO,Marolles-en-Hurepoix,2025-11-15T08:00,10.8,0.0,7.5
ARO,Marolles-en-Hurepoix,2025-11-15T09:00,11.8,0.1,6.3
ARO,Marolles-en-Hurepoix,2025-11-15T10:00,12.9,0.0,4.7
ARO,Marolles-en-Hurepoix,2025-11-15T11:00,13.7,0.1,4.7
ARO,Marolles-en-Hurepoix,2025-11-15T12:00,12.1,0.6,4.8
ARO,Marolles-en-Hurepoix,2025-11-15T13:00,12.3,1.5,6.8
ARO,Marolles-en-Hurepoix,2025-11-15T14:00,12.1,2.1,6.9
ARO,Marolles-en-Hurepoix,2025-11-15T15:00,12.0,1.3,9.1
ARO,Marolles-en-Hurepoix,2025-11-15T16:00,11.8,0.4,7.8
ARO,Marolles-en-Hurepoix,2025-11-15T17:00,11.3,0.1,6.3
ARO,Marolles-en-Hurepoix,2025-11-15T18:00,11.2,0.0,5.4
ARO,Marolles-en-Hurepoix,2025-11-15T19:00,10.9,0.0,2.3
ARO,Marolles-en-Hurepoix,2025-11-15T20:00,10.0,0.1,2.7
ARO,Marolles-en-Hurepoix,2025-11-15T21:00,9.5,0.0,4.8
ARO,Marolles-en-Hurepoix,2025-11-15T22:00,8.5,0.0,5.8
ARO,Marolles-en-Hurepoix,2025-11-15T23:00,8.2,0.0,4.3
ARP,Arpajon,2025-11-15T00:00,12.8,0.2,10.8
ARP,Arpajon,2025-11-15T01:00,12.3,0.1,8.4
ARP,Arpajon,2025-11-15T02:00,12.0,0.0,8.5
ARP,Arpajon,2025-11-15T03:00,12.2,0.3,5.6
ARP,Arpajon,2025-11-15T04:00,11.6,0.1,3.6
ARP,Arpajon,2025-11-15T05:00,10.7,0.0,4.9
ARP,Arpajon,2025-11-15T06:00,10.9,0.0,5.8
ARP,Arpajon,2025-11-15T07:00,10.6,0.0,5.9
ARP,Arpajon,2025-11-15T08:00,11.1,0.0,7.0
ARP,Arpajon,2025-11-15T09:00,12.0,0.2,6.3
ARP,Arpajon,2025-11-15T10:00,13.1,0.0,5.2
ARP,Arpajon,2025-11-15T11:00,13.7,0.0,4.3
ARP,Arpajon,2025-11-15T12:00,12.3,0.8,4.1
ARP,Arpajon,2025-11-15T13:00,12.5,1.3,5.4
ARP,Arpajon,2025-11-15T14:00,12.3,2.3,7.1
ARP,Arpajon,2025-11-15T15:00,12.2,1.5,7.1
ARP,Arpajon,2025-11-15T16:00,12.0,0.8,8.2
ARP,Arpajon,2025-11-15T17:00,11.5,0.1,6.0
ARP,Arpajon,2025-11-15T18:00,11.6,0.1,6.8
ARP,Arpajon,2025-11-15T19:00,11.1,0.1,1.8
ARP,Arpajon,2025-11-15T20:00,10.2,0.0,3.4
ARP,Arpajon,2025-11-15T21:00,9.9,0.0,5.2
ARP,Arpajon,2025-11-15T22:00,8.8,0.0,5.4
ARP,Arpajon,2025-11-15T23:00,8.4,0.0,3.8
ART,Sartrouville,2025-11-15T00:00,13.1,0.4,8.7
ART,Sartrouville,2025-11-15T01:00,12.7,3.2,8.6
ART,Sartrouville,2025-11-15T02:00,13.0,0.5,7.5
ART,Sartrouville,2025-11-15T03:00,12.1,0.0,7.2
ART,Sartrouville,2025-11-15T04:00,11.5,2.5,5.8
ART,Sartrouville,2025-11-15T05:00,11.2,0.9,3.4
ART,Sartrouville,2025-11-15T06:00,10.9,0.0,6.5
ART,Sartrouville,2025-11-15T07:00,10.6,0.0,5.2
ART,Sartrouville,2025-11-15T08:00,11.1,0.0,6.2
ART,Sartrouville,2025-11-15T09:00,12.5,0.0,7.0
ART,Sartrouville,2025-11-15T10:00,13.4,0.0,6.3
ART,Sartrouville,2025-11-15T11:00,14.3,0.0,5.0
ART,Sartrouville,2025-11-15T12:00,13.0,0.3,5.0
ART,Sartrouville,2025-11-15T13:00,13.0,0.6,6.5
ART,Sartrouville,2025-11-15T14:00,13.0,0.9,1.4
ART,Sartrouville,2025-11-15T15:00,12.8,1.2,3.4
ART,Sartrouville,2025-11-15T16:00,12.2,0.7,3.8
ART,Sartrouville,2025-11-15T17:00,12.1,1.9,6.9
ART,Sartrouville,2025-11-15T18:00,12.1,1.4,8.9
ART,Sartrouville,2025-11-15T19:00,12.2,1.0,7.8
ART,Sartrouville,2025-11-15T20:00,11.6,0.3,4.2
ART,Sartrouville,2025-11-15T21:00,10.8,0.4,2.2
ART,Sartrouville,2025-11-15T22:00,10.1,0.0,4.0
ART,Sartrouville,2025-11-15T23:00,9.5,0.0,6.3
ASS,Massy - Palaiseau,2025-11-15T00:00,12.9,0.1,10.5
ASS,Massy - Palaiseau,2025-11-15T01:00,12.2,0.8,5.7
ASS,Massy - Palaiseau,2025-11-15T02:00,12.1,1.6,1.8
ASS,Massy - Palaiseau,2025-11-15T03:00,12.0,8.7,5.6
ASS,Massy - Palaiseau,2025-11-15T04:00,11.6,0.0,7.8
